id;spriteSheetAddress;spriteWidth;spriteHeight;frames;autoUpdate;looping

tile.GRASS_OBJECT_FLOWER;assets/graphics/animatedtiles/bees.png;16;16;[0/0/150,1/0/150,2/0/150,3/0/150,4/0/150,0/1/150,1/1/150,2/1/150,3/1/150,4/1/150];true;true

tile.TRAFFIC_LIGHT;assets/graphics/animatedtiles/trafficlight.png;16;16;[0/0/750,1/0/750];true;true

tile.ALIEN_COMPUTER;assets/graphics/animatedtiles/aliencomputer.png;16;16;[0/1/250,0/3/250,0/5/250];false;true
tile.ALIEN_COMPUTER_TOP;assets/graphics/animatedtiles/aliencomputer.png;16;16;[0/0/250,0/2/250,0/4/250];false;true

tile.STONE_IN_WATER_ROUND;assets/graphics/animatedtiles/stonesinwater.png;16;16;[0/0/500,0/1/500,0/2/500,0/1/500];false;true
tile.STONE_IN_WATER_SHARP;assets/graphics/animatedtiles/stonesinwater.png;16;16;[1/0/500,1/1/500,1/2/500,1/1/500];false;true

tile.CLIFF_WESTERN_EDGE;assets/graphics/animatedtiles/Cliffs.png;16;16;[0/0/500,0/1/500,0/2/500,0/1/500];false;true
tile.CLIFF_SOUTHERN_EDGE;assets/graphics/animatedtiles/Cliffs.png;16;16;[1/0/500,1/1/500,1/2/500,1/1/500];false;true
tile.CLIFF_EASTERN_EDGE;assets/graphics/animatedtiles/Cliffs.png;16;16;[2/0/500,2/1/500,2/2/500,2/1/500];false;true
tile.CLIFF_WESTERN_CORNER;assets/graphics/animatedtiles/Cliffs.png;16;16;[3/0/500,3/1/500,3/2/500,3/1/500];false;true
tile.CLIFF_EASTERN_CORNER;assets/graphics/animatedtiles/Cliffs.png;16;16;[4/0/500,4/1/500,4/2/500,4/1/500];false;true

tile.LAVA_CENTER;assets/graphics/animatedtiles/lava.png;16;16;[1/1/500,1/4/500,1/7/500,1/4/500];true;true
tile.LAVA_BORDER_W;assets/graphics/animatedtiles/lava.png;16;16;[0/1/500,0/4/500,0/7/500,0/4/500];true;true
tile.LAVA_BORDER_NW;assets/graphics/animatedtiles/lava.png;16;16;[0/0/500,0/3/500,0/6/500,0/3/500];true;true
tile.LAVA_BORDER_N;assets/graphics/animatedtiles/lava.png;16;16;[1/0/500,1/3/500,1/6/500,1/3/500];true;true
tile.LAVA_BORDER_NE;assets/graphics/animatedtiles/lava.png;16;16;[2/0/500,2/3/500,2/6/500,2/3/500];true;true
tile.LAVA_BORDER_E;assets/graphics/animatedtiles/lava.png;16;16;[2/1/500,2/4/500,2/7/500,2/4/500];true;true
tile.LAVA_BORDER_SE;assets/graphics/animatedtiles/lava.png;16;16;[2/2/500,2/5/500,2/8/500,2/5/500];true;true
tile.LAVA_BORDER_S;assets/graphics/animatedtiles/lava.png;16;16;[1/2/500,1/5/500,1/8/500,1/5/500];true;true
tile.LAVA_BORDER_SW;assets/graphics/animatedtiles/lava.png;16;16;[0/2/500,0/5/500,0/8/500,0/5/500];true;true
tile.LAVA_BORDER_S_AND_E;assets/graphics/animatedtiles/lava.png;16;16;[3/0/500,3/3/500,3/6/500,3/3/500];true;true
tile.LAVA_BORDER_S_AND_W;assets/graphics/animatedtiles/lava.png;16;16;[5/0/500,5/3/500,5/6/500,5/3/500];true;true
tile.LAVA_BORDER_N_AND_W;assets/graphics/animatedtiles/lava.png;16;16;[5/2/500,5/5/500,5/8/500,5/5/500];true;true
tile.LAVA_BORDER_N_AND_E;assets/graphics/animatedtiles/lava.png;16;16;[3/2/500,3/5/500,3/8/500,3/5/500];true;true
tile.LAVA_RIVER_VERT;assets/graphics/animatedtiles/lava.png;16;16;[7/0/500,7/3/500,7/6/500,7/3/500];true;true
tile.LAVA_RIVER_HOR;assets/graphics/animatedtiles/lava.png;16;16;[8/1/500,8/4/500,8/7/500,8/4/500];true;true
tile.LAVA_RIVER_W_AND_S;assets/graphics/animatedtiles/lava.png;16;16;[8/0/500,8/3/500,8/6/500,8/3/500];true;true
tile.LAVA_RIVER_N_AND_E;assets/graphics/animatedtiles/lava.png;16;16;[6/2/500,6/5/500,6/8/500,6/5/500];true;true
tile.LAVA_RIVER_E_AND_S;assets/graphics/animatedtiles/lava.png;16;16;[6/0/500,6/3/500,6/6/500,6/3/500];true;true
tile.LAVA_RIVER_N_AND_W;assets/graphics/animatedtiles/lava.png;16;16;[8/2/500,8/5/500,8/8/500,8/5/500];true;true
tile.LAVA_RIVER_N_S_E;assets/graphics/animatedtiles/lava.png;16;16;[9/1/500,9/4/500,9/7/500,9/4/500];true;true
tile.LAVA_RIVER_N_S_W;assets/graphics/animatedtiles/lava.png;16;16;[11/1/500,11/4/500,11/7/500,11/4/500];true;true
tile.LAVA_RIVER_W_E_N;assets/graphics/animatedtiles/lava.png;16;16;[10/2/500,10/5/500,10/8/500,10/5/500];true;true
tile.LAVA_RIVER_W_E_S;assets/graphics/animatedtiles/lava.png;16;16;[10/0/500,10/3/500,10/6/500,10/3/500];true;true
tile.LAVA_RIVER_W_E_N_S;assets/graphics/animatedtiles/lava.png;16;16;[7/1/500,7/4/500,7/7/500,7/4/500];true;true
tile.LAVA_RIVER_PATCH;assets/graphics/animatedtiles/lava.png;16;16;[10/1/500,10/4/500,10/7/500,10/4/500];true;true
tile.LAVA_RIVER_DELTA_N;assets/graphics/animatedtiles/lava.png;16;16;[13/0/500,13/3/500,13/6/500,13/3/500];true;true
tile.LAVA_RIVER_DELTA_S;assets/graphics/animatedtiles/lava.png;16;16;[13/2/500,13/5/500,13/8/500,13/5/500];true;true
tile.LAVA_RIVER_DELTA_W;assets/graphics/animatedtiles/lava.png;16;16;[12/1/500,12/4/500,12/7/500,12/4/500];true;true
tile.LAVA_RIVER_DELTA_E;assets/graphics/animatedtiles/lava.png;16;16;[14/1/500,14/4/500,14/7/500,14/4/500];true;true
tile.LAVA_RIVER_BRIDGE_VERT;assets/graphics/animatedtiles/lava.png;16;16;[12/0/500,12/3/500,12/6/500,12/3/500];true;true
tile.LAVA_RIVER_BRIDGE_HOR;assets/graphics/animatedtiles/lava.png;16;16;[14/0/500,14/3/500,14/6/500,14/3/500];true;true





tile.RIVER_VERT;assets/graphics/animatedtiles/rivers.png;16;16;[1/2/200,1/3/200,1/4/200,1/5/200,1/6/200,1/7/200,1/8/200,1/9/200];true;true
tile.RIVER_HOR;assets/graphics/animatedtiles/rivers.png;16;16;[9/2/200,9/3/200,9/4/200,9/5/200,9/6/200,9/7/200,9/8/200,9/9/200];true;true
tile.RIVER_W_AND_S;assets/graphics/animatedtiles/rivers.png;16;16;[5/2/200,5/3/200,5/4/200,5/5/200,5/6/200,5/7/200,5/8/200,5/9/200];true;true
tile.RIVER_N_AND_E;assets/graphics/animatedtiles/rivers.png;16;16;[18/2/200,18/3/200,18/4/200,18/5/200,18/6/200,18/7/200,18/8/200,18/9/200];true;true
tile.RIVER_E_AND_S;assets/graphics/animatedtiles/rivers.png;16;16;[3/2/200,3/3/200,3/4/200,3/5/200,3/6/200,3/7/200,3/8/200,3/9/200];true;true
tile.RIVER_N_AND_W;assets/graphics/animatedtiles/rivers.png;16;16;[20/2/200,20/3/200,20/4/200,20/5/200,20/6/200,20/7/200,20/8/200,20/9/200];true;true
tile.RIVER_N_S_E;assets/graphics/animatedtiles/rivers.png;16;16;[12/2/200,12/3/200,12/4/200,12/5/200,12/6/200,12/7/200,12/8/200,12/9/200];true;true
tile.RIVER_N_S_W;assets/graphics/animatedtiles/rivers.png;16;16;[14/2/200,14/3/200,14/4/200,14/5/200,14/6/200,14/7/200,14/8/200,14/9/200];true;true
tile.RIVER_W_E_N;assets/graphics/animatedtiles/rivers.png;16;16;[22/2/200,22/3/200,22/4/200,22/5/200,22/6/200,22/7/200,22/8/200,22/9/200];true;true
tile.RIVER_W_E_S;assets/graphics/animatedtiles/rivers.png;16;16;[4/2/200,4/3/200,4/4/200,4/5/200,4/6/200,4/7/200,4/8/200,4/9/200];true;true
tile.RIVER_W_E_N_S;assets/graphics/animatedtiles/rivers.png;16;16;[10/2/200,10/3/200,10/4/200,10/5/200,10/6/200,10/7/200,10/8/200,10/9/200];true;true
tile.RIVER_PATCH;assets/graphics/animatedtiles/rivers.png;16;16;[13/2/200,13/3/200,13/4/200,13/5/200,13/6/200,13/7/200,13/8/200,13/9/200];true;true
tile.RIVER_DELTA_N;assets/graphics/animatedtiles/rivers.png;16;16;[25/2/200,25/3/200,25/4/200,25/5/200,25/6/200,25/7/200,25/8/200,25/9/200];true;true
tile.RIVER_DELTA_S;assets/graphics/animatedtiles/rivers.png;16;16;[7/2/200,7/3/200,7/4/200,7/5/200,7/6/200,7/7/200,7/8/200,7/9/200];true;true
tile.RIVER_DELTA_W;assets/graphics/animatedtiles/rivers.png;16;16;[17/2/200,17/3/200,17/4/200,17/5/200,17/6/200,17/7/200,17/8/200,17/9/200];true;true
tile.RIVER_DELTA_E;assets/graphics/animatedtiles/rivers.png;16;16;[15/2/200,15/3/200,15/4/200,15/5/200,15/6/200,15/7/200,15/8/200,15/9/200];true;true
tile.RIVER_BRIDGE_VERT;assets/graphics/animatedtiles/rivers.png;16;16;[6/2/200,6/3/200,6/4/200,6/5/200,6/6/200,6/7/200,6/8/200,6/9/200];true;true
tile.RIVER_BRIDGE_HOR;assets/graphics/animatedtiles/rivers.png;16;16;[8/2/200,8/3/200,8/4/200,8/5/200,8/6/200,8/7/200,8/8/200,8/9/200];true;true






tile.WATER_CENTER;assets/graphics/animatedtiles/water.png;16;16;[0/0/500,0/1/500,0/2/500,0/3/500];true;true
tile.WATER_BORDER_W;assets/graphics/animatedtiles/water.png;16;16;[1/0/1000,1/1/1000];true;true
tile.WATER_BORDER_NW;assets/graphics/animatedtiles/water.png;16;16;[2/0/1000,2/1/1000];true;true
tile.WATER_BORDER_N;assets/graphics/animatedtiles/water.png;16;16;[3/0/1000,3/1/1000];true;true
tile.WATER_BORDER_NE;assets/graphics/animatedtiles/water.png;16;16;[4/0/1000,4/1/1000];true;true
tile.WATER_BORDER_E;assets/graphics/animatedtiles/water.png;16;16;[5/0/1000,5/1/1000];true;true
tile.WATER_BORDER_SE;assets/graphics/animatedtiles/water.png;16;16;[6/0/1000,6/1/1000];true;true
tile.WATER_BORDER_S;assets/graphics/animatedtiles/water.png;16;16;[7/0/1000,7/1/1000];true;true
tile.WATER_BORDER_SW;assets/graphics/animatedtiles/water.png;16;16;[8/0/1000,8/1/1000];true;true
tile.WATER_BORDER_S_AND_E;assets/graphics/animatedtiles/water.png;16;16;[9/0/1000,9/1/1000];true;true
tile.WATER_BORDER_S_AND_W;assets/graphics/animatedtiles/water.png;16;16;[10/0/1000,10/1/1000];true;true
tile.WATER_BORDER_N_AND_W;assets/graphics/animatedtiles/water.png;16;16;[11/0/1000,11/1/1000];true;true
tile.WATER_BORDER_N_AND_E;assets/graphics/animatedtiles/water.png;16;16;[12/0/1000,12/1/1000];true;true




tile.RIVER_VERT;assets/graphics/animatedtiles/rivers.png;16;16;[1/2/200,1/3/200,1/4/200,1/5/200,1/6/200,1/7/200,1/8/200,1/9/200];true;true
tile.RIVER_HOR;assets/graphics/animatedtiles/rivers.png;16;16;[9/2/200,9/3/200,9/4/200,9/5/200,9/6/200,9/7/200,9/8/200,9/9/200];true;true
tile.RIVER_W_AND_S;assets/graphics/animatedtiles/rivers.png;16;16;[5/2/200,5/3/200,5/4/200,5/5/200,5/6/200,5/7/200,5/8/200,5/9/200];true;true
tile.RIVER_N_AND_E;assets/graphics/animatedtiles/rivers.png;16;16;[18/2/200,18/3/200,18/4/200,18/5/200,18/6/200,18/7/200,18/8/200,18/9/200];true;true
tile.RIVER_E_AND_S;assets/graphics/animatedtiles/rivers.png;16;16;[3/2/200,3/3/200,3/4/200,3/5/200,3/6/200,3/7/200,3/8/200,3/9/200];true;true
tile.RIVER_N_AND_W;assets/graphics/animatedtiles/rivers.png;16;16;[20/2/200,20/3/200,20/4/200,20/5/200,20/6/200,20/7/200,20/8/200,20/9/200];true;true
tile.RIVER_N_S_E;assets/graphics/animatedtiles/rivers.png;16;16;[12/2/200,12/3/200,12/4/200,12/5/200,12/6/200,12/7/200,12/8/200,12/9/200];true;true
tile.RIVER_N_S_W;assets/graphics/animatedtiles/rivers.png;16;16;[14/2/200,14/3/200,14/4/200,14/5/200,14/6/200,14/7/200,14/8/200,14/9/200];true;true
tile.RIVER_W_E_N;assets/graphics/animatedtiles/rivers.png;16;16;[22/2/200,22/3/200,22/4/200,22/5/200,22/6/200,22/7/200,22/8/200,22/9/200];true;true
tile.RIVER_W_E_S;assets/graphics/animatedtiles/rivers.png;16;16;[4/2/200,4/3/200,4/4/200,4/5/200,4/6/200,4/7/200,4/8/200,4/9/200];true;true
tile.RIVER_W_E_N_S;assets/graphics/animatedtiles/rivers.png;16;16;[10/2/200,10/3/200,10/4/200,10/5/200,10/6/200,10/7/200,10/8/200,10/9/200];true;true
tile.RIVER_PATCH;assets/graphics/animatedtiles/rivers.png;16;16;[13/2/200,13/3/200,13/4/200,13/5/200,13/6/200,13/7/200,13/8/200,13/9/200];true;true
tile.RIVER_DELTA_N;assets/graphics/animatedtiles/rivers.png;16;16;[25/2/200,25/3/200,25/4/200,25/5/200,25/6/200,25/7/200,25/8/200,25/9/200];true;true
tile.RIVER_DELTA_S;assets/graphics/animatedtiles/rivers.png;16;16;[7/2/200,7/3/200,7/4/200,7/5/200,7/6/200,7/7/200,7/8/200,7/9/200];true;true
tile.RIVER_DELTA_W;assets/graphics/animatedtiles/rivers.png;16;16;[17/2/200,17/3/200,17/4/200,17/5/200,17/6/200,17/7/200,17/8/200,17/9/200];true;true
tile.RIVER_DELTA_E;assets/graphics/animatedtiles/rivers.png;16;16;[15/2/200,15/3/200,15/4/200,15/5/200,15/6/200,15/7/200,15/8/200,15/9/200];true;true
tile.RIVER_BRIDGE_VERT;assets/graphics/animatedtiles/rivers.png;16;16;[6/2/200,6/3/200,6/4/200,6/5/200,6/6/200,6/7/200,6/8/200,6/9/200];true;true
tile.RIVER_BRIDGE_HOR;assets/graphics/animatedtiles/rivers.png;16;16;[8/2/200,8/3/200,8/4/200,8/5/200,8/6/200,8/7/200,8/8/200,8/9/200];true;true



tile.REV_RIVER_VERT;assets/graphics/animatedtiles/rivers.png;16;16;[1/9/200,1/8/200,1/7/200,1/6/200,1/5/200,1/4/200,1/3/200,1/2/200];true;true
tile.REV_RIVER_HOR;assets/graphics/animatedtiles/rivers.png;16;16;[9/9/200,9/8/200,9/7/200,9/6/200,9/5/200,9/4/200,9/3/200,9/2/200];true;true
tile.REV_RIVER_W_AND_S;assets/graphics/animatedtiles/rivers.png;16;16;[5/9/200,5/8/200,5/7/200,5/6/200,5/5/200,5/4/200,5/3/200,5/2/200];true;true
tile.REV_RIVER_N_AND_E;assets/graphics/animatedtiles/rivers.png;16;16;[18/9/200,18/8/200,18/7/200,18/6/200,18/5/200,18/4/200,18/3/200,18/2/200];true;true
tile.REV_RIVER_E_AND_S;assets/graphics/animatedtiles/rivers.png;16;16;[3/9/200,3/8/200,3/7/200,3/6/200,3/5/200,3/4/200,3/3/200,3/2/200];true;true
tile.REV_RIVER_N_AND_W;assets/graphics/animatedtiles/rivers.png;16;16;[20/9/200,20/8/200,20/7/200,20/6/200,20/5/200,20/4/200,20/3/200,20/2/200];true;true
tile.REV_RIVER_N_S_E;assets/graphics/animatedtiles/rivers.png;16;16;[12/9/200,12/8/200,12/7/200,12/6/200,12/5/200,12/4/200,12/3/200,12/2/200];true;true
tile.REV_RIVER_N_S_W;assets/graphics/animatedtiles/rivers.png;16;16;[14/9/200,14/8/200,14/7/200,14/6/200,14/5/200,14/4/200,14/3/200,14/2/200];true;true
tile.REV_RIVER_W_E_N;assets/graphics/animatedtiles/rivers.png;16;16;[22/9/200,22/8/200,22/7/200,22/6/200,22/5/200,22/4/200,22/3/200,22/2/200];true;true
tile.REV_RIVER_W_E_S;assets/graphics/animatedtiles/rivers.png;16;16;[4/9/200,4/8/200,4/7/200,4/6/200,4/5/200,4/4/200,4/3/200,4/2/200];true;true
tile.REV_RIVER_W_E_N_S;assets/graphics/animatedtiles/rivers.png;16;16;[10/9/200,10/8/200,10/7/200,10/6/200,10/5/200,10/4/200,10/3/200,10/2/200];true;true
tile.REV_RIVER_PATCH;assets/graphics/animatedtiles/rivers.png;16;16;[13/9/200,13/8/200,13/7/200,13/6/200,13/5/200,13/4/200,13/3/200,13/2/200];true;true
tile.REV_RIVER_DELTA_N;assets/graphics/animatedtiles/rivers.png;16;16;[25/9/200,25/8/200,25/7/200,25/6/200,25/5/200,25/4/200,25/3/200,25/2/200];true;true
tile.REV_RIVER_DELTA_S;assets/graphics/animatedtiles/rivers.png;16;16;[7/9/200,7/8/200,7/7/200,7/6/200,7/5/200,7/4/200,7/3/200,7/2/200];true;true
tile.REV_RIVER_DELTA_W;assets/graphics/animatedtiles/rivers.png;16;16;[17/9/200,17/8/200,17/7/200,17/6/200,17/5/200,17/4/200,17/3/200,17/2/200];true;true
tile.REV_RIVER_DELTA_E;assets/graphics/animatedtiles/rivers.png;16;16;[15/9/200,15/8/200,15/7/200,15/6/200,15/5/200,15/4/200,15/3/200,15/2/200];true;true
tile.REV_RIVER_BRIDGE_VERT;assets/graphics/animatedtiles/rivers.png;16;16;[6/9/200,6/8/200,6/7/200,6/6/200,6/5/200,6/4/200,6/3/200,6/2/200];true;true
tile.REV_RIVER_BRIDGE_HOR;assets/graphics/animatedtiles/rivers.png;16;16;[8/9/200,8/8/200,8/7/200,8/6/200,8/5/200,8/4/200,8/3/200,8/2/200];true;true

tile.STRUTS_IN_WATER;assets/graphics/animatedtiles/water.png;16;16;[41/0/500,41/1/500,41/2/500,41/1/500];false;true
tile.STRUTS_IN_WATER_RIGHT;assets/graphics/animatedtiles/water.png;16;16;[42/0/500,42/1/500,42/2/500,42/1/500];false;true
tile.STRUTS_IN_WATER_LEFT;assets/graphics/animatedtiles/water.png;16;16;[43/0/500,43/1/500,43/2/500,43/1/500];false;true

tile.FAN_ON_A_WALL;assets/graphics/animatedtiles/fan.png;16;16;[0/0/150,1/0/150,2/0/150,3/0/150];false;true
tile.FAN_ON_A_ROOF;assets/graphics/animatedtiles/fan.png;16;16;[0/1/150,1/1/150,2/1/150,3/1/150];false;true

playerPistolDefaultInanimatedRight;assets/graphics/player/player_weapon_pistol.png;16;16;[0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300];true;true
playerPistolDefaultInanimatedDown;assets/graphics/player/player_weapon_pistol.png;16;16;[0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300];true;true
playerPistolDefaultInanimatedLeft;assets/graphics/player/player_weapon_pistol.png;16;16;[0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300];true;true
playerPistolDefaultInanimatedUp;assets/graphics/player/player_weapon_pistol.png;16;16;[0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300];true;true

playerPistolDefaultAnimatedRight;assets/graphics/player/player_weapon_pistol.png;16;16;[0/4/50,1/4/50,2/4/50,1/4/50];true;true
playerPistolDefaultAnimatedDown;assets/graphics/player/player_weapon_pistol.png;16;16;[0/5/50,1/5/50,2/5/50,1/5/50];true;true
playerPistolDefaultAnimatedLeft;assets/graphics/player/player_weapon_pistol.png;16;16;[0/6/50,1/6/50,2/6/50,1/6/50];true;true
playerPistolDefaultAnimatedUp;assets/graphics/player/player_weapon_pistol.png;16;16;[0/7/50,1/7/50,2/7/50,1/7/50];true;true

playerPistolDefaultHitRight;assets/graphics/player/player_weapon_pistol.png;16;16;[3/0/25,4/0/25,5/0/25];true;true
playerPistolDefaultHitDown;assets/graphics/player/player_weapon_pistol.png;16;16;[3/1/25,4/1/25,5/1/25];true;true
playerPistolDefaultHitLeft;assets/graphics/player/player_weapon_pistol.png;16;16;[3/2/25,4/2/25,5/2/25];true;true
playerPistolDefaultHitUp;assets/graphics/player/player_weapon_pistol.png;16;16;[3/3/25,4/3/25,5/3/25];true;true


playerPistolNoFeetInanimatedRight;assets/graphics/player/player_weapon_pistol.png;16;16;[0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300];true;true
playerPistolNoFeetInanimatedDown;assets/graphics/player/player_weapon_pistol.png;16;16;[0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300];true;true
playerPistolNoFeetInanimatedLeft;assets/graphics/player/player_weapon_pistol.png;16;16;[0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300];true;true
playerPistolNoFeetInanimatedUp;assets/graphics/player/player_weapon_pistol.png;16;16;[0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300];true;true

playerPistolNoFeetAnimatedRight;assets/graphics/player/player_weapon_pistol.png;16;16;[0/4/50,1/4/50,2/4/50,1/4/50];true;true
playerPistolNoFeetAnimatedDown;assets/graphics/player/player_weapon_pistol.png;16;16;[0/5/50,1/5/50,2/5/50,1/5/50];true;true
playerPistolNoFeetAnimatedLeft;assets/graphics/player/player_weapon_pistol.png;16;16;[0/6/50,1/6/50,2/6/50,1/6/50];true;true
playerPistolNoFeetAnimatedUp;assets/graphics/player/player_weapon_pistol.png;16;16;[0/7/50,1/7/50,2/7/50,1/7/50];true;true

playerPistolNoFeetHitRight;assets/graphics/player/player_weapon_pistol.png;16;16;[3/0/25,4/0/25,5/0/25];true;true
playerPistolNoFeetHitDown;assets/graphics/player/player_weapon_pistol.png;16;16;[3/1/25,4/1/25,5/1/25];true;true
playerPistolNoFeetHitLeft;assets/graphics/player/player_weapon_pistol.png;16;16;[3/2/25,4/2/25,5/2/25];true;true
playerPistolNoFeetHitUp;assets/graphics/player/player_weapon_pistol.png;16;16;[3/3/25,4/3/25,5/3/25];true;true




playerShotgunDefaultInanimatedRight;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300];true;true
playerShotgunDefaultInanimatedDown;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300];true;true
playerShotgunDefaultInanimatedLeft;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300];true;true
playerShotgunDefaultInanimatedUp;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300];true;true

playerShotgunDefaultAnimatedRight;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/4/50,1/4/50,2/4/50,1/4/50];true;true
playerShotgunDefaultAnimatedDown;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/5/50,1/5/50,2/5/50,1/5/50];true;true
playerShotgunDefaultAnimatedLeft;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/6/50,1/6/50,2/6/50,1/6/50];true;true
playerShotgunDefaultAnimatedUp;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/7/50,1/7/50,2/7/50,1/7/50];true;true

playerShotgunDefaultHitRight;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/0/25,4/0/25,5/0/25];true;true
playerShotgunDefaultHitDown;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/1/25,4/1/25,5/1/25];true;true
playerShotgunDefaultHitLeft;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/2/25,4/2/25,5/2/25];true;true
playerShotgunDefaultHitUp;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/3/25,4/3/25,5/3/25];true;true



playerShotgunNoFeetInanimatedRight;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300];true;true
playerShotgunNoFeetInanimatedDown;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300];true;true
playerShotgunNoFeetInanimatedLeft;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300];true;true
playerShotgunNoFeetInanimatedUp;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300];true;true

playerShotgunNoFeetAnimatedRight;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/4/50,1/4/50,2/4/50,1/4/50];true;true
playerShotgunNoFeetAnimatedDown;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/5/50,1/5/50,2/5/50,1/5/50];true;true
playerShotgunNoFeetAnimatedLeft;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/6/50,1/6/50,2/6/50,1/6/50];true;true
playerShotgunNoFeetAnimatedUp;assets/graphics/player/player_weapon_shotgun.png;16;16;[0/7/50,1/7/50,2/7/50,1/7/50];true;true

playerShotgunNoFeetHitRight;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/0/25,4/0/25,5/0/25];true;true
playerShotgunNoFeetHitDown;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/1/25,4/1/25,5/1/25];true;true
playerShotgunNoFeetHitLeft;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/2/25,4/2/25,5/2/25];true;true
playerShotgunNoFeetHitUp;assets/graphics/player/player_weapon_shotgun.png;16;16;[3/3/25,4/3/25,5/3/25];true;true


playerRifleDefaultInanimatedRight;assets/graphics/player/player_weapon_rifle.png;16;16;[0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300,0/0/2000,1/0/300];true;true
playerRifleDefaultInanimatedDown;assets/graphics/player/player_weapon_rifle.png;16;16;[0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300,0/1/2000,1/1/300];true;true
playerRifleDefaultInanimatedLeft;assets/graphics/player/player_weapon_rifle.png;16;16;[0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300,0/2/2000,1/2/300];true;true
playerRifleDefaultInanimatedUp;assets/graphics/player/player_weapon_rifle.png;16;16;[0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300,0/3/2000,1/3/300];true;true

playerRifleDefaultAnimatedRight;assets/graphics/player/player_weapon_rifle.png;16;16;[0/4/50,1/4/50,2/4/50,1/4/50];true;true
playerRifleDefaultAnimatedDown;assets/graphics/player/player_weapon_rifle.png;16;16;[0/5/50,1/5/50,2/5/50,1/5/50];true;true
playerRifleDefaultAnimatedLeft;assets/graphics/player/player_weapon_rifle.png;16;16;[0/6/50,1/6/50,2/6/50,1/6/50];true;true
playerRifleDefaultAnimatedUp;assets/graphics/player/player_weapon_rifle.png;16;16;[0/7/50,1/7/50,2/7/50,1/7/50];true;true

playerRifleDefaultHitRight;assets/graphics/player/player_weapon_rifle.png;16;16;[3/0/25,4/0/25,5/0/25];true;true
playerRifleDefaultHitDown;assets/graphics/player/player_weapon_rifle.png;16;16;[3/1/25,4/1/25,5/1/25];true;true
playerRifleDefaultHitLeft;assets/graphics/player/player_weapon_rifle.png;16;16;[3/2/25,4/2/25,5/2/25];true;true
playerRifleDefaultHitUp;assets/graphics/player/player_weapon_rifle.png;16;16;[3/3/25,4/3/25,5/3/25];true;true


